trial_number,train_rank,accepted,admission_status,excess_return_vs_best_benchmark,label,persona_name,min_target_upside_at_pub,max_target_upside_at_pub,target_hit_multiplier,require_mtt,min_price_vs_52w_low,max_pct_below_52w_high,min_ma200_1m_return,max_positions,universe,top_up_cadence,stop_loss_pct,take_profit_pct,report_age_stop_days,source_trial_number,selection_rank,train_money_weighted_return,train_score,train_max_drawdown,train_trade_count,train_open_positions,full_money_weighted_return,full_net_profit_krw,full_final_equity_krw,full_max_drawdown,full_trade_count,full_open_positions
151,1,False,below_benchmark,-0.0309,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.25,1.1,True,0.0,0.2,0.05,15,all,monthly,0.15,3.0,365,,,0.5308,0.4516,0.2261,60,2,0.3931,178546274.4189,280546274.4189,0.4825,122,4
303,2,False,below_benchmark,-0.0309,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.5,1.1,True,0.0,0.2,0.05,15,all,monthly,0.15,2.75,365,,,0.5308,0.4516,0.2261,60,2,0.3931,178546274.4189,280546274.4189,0.4825,122,4
304,3,False,below_benchmark,-0.0309,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.5,1.1,True,0.0,0.2,0.05,15,all,monthly,0.15,2.75,365,,,0.5308,0.4516,0.2261,60,2,0.3931,178546274.4189,280546274.4189,0.4825,122,4
305,4,False,below_benchmark,-0.0309,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.5,1.1,True,0.0,0.2,0.05,15,all,monthly,0.15,3.0,730,,,0.5308,0.4516,0.2261,60,2,0.3931,178546274.4189,280546274.4189,0.4825,122,4
307,5,False,below_benchmark,-0.0309,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.5,1.1,True,0.0,0.2,0.05,15,all,monthly,0.15,2.75,730,,,0.5308,0.4516,0.2261,60,2,0.3931,178546274.4189,280546274.4189,0.4825,122,4
308,6,False,below_benchmark,-0.0309,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.5,1.1,True,0.0,0.2,0.05,20,all,monthly,0.15,2.75,730,,,0.5308,0.4516,0.2261,60,2,0.3931,178546274.4189,280546274.4189,0.4825,122,4
317,9,False,below_benchmark,-0.0309,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.5,1.1,True,0.1,0.2,0.05,20,all,monthly,0.15,2.75,730,,,0.5308,0.4516,0.2261,60,2,0.3931,178546274.4189,280546274.4189,0.4825,122,4
335,16,False,below_benchmark,-0.0309,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.25,1.1,True,0.1,0.2,0.05,20,all,monthly,0.15,2.75,730,,,0.5308,0.4516,0.2261,60,2,0.3931,178546274.4189,280546274.4189,0.4825,122,4
337,17,False,below_benchmark,-0.0309,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.25,1.1,True,0.1,0.2,0.05,20,all,monthly,0.15,2.5,730,,,0.5308,0.4516,0.2261,60,2,0.3931,178546274.4189,280546274.4189,0.4825,122,4
346,22,False,below_benchmark,-0.0309,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.0,1.1,True,0.2,0.2,0.05,20,all,monthly,0.15,2.75,730,,,0.5308,0.4516,0.2261,60,2,0.3931,178546274.4189,280546274.4189,0.4825,122,4
347,23,False,below_benchmark,-0.0309,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.25,1.1,True,0.2,0.2,0.05,20,all,monthly,0.15,2.75,730,,,0.5308,0.4516,0.2261,60,2,0.3931,178546274.4189,280546274.4189,0.4825,122,4
365,32,False,below_benchmark,-0.0309,SMIC MTT Strategy,smic_mtt_strategy,0.15,3.5,1.1,True,0.2,0.2,0.05,20,all,monthly,0.15,2.75,730,,,0.5308,0.4516,0.2261,60,2,0.3931,178546274.4189,280546274.4189,0.4825,122,4
367,33,False,below_benchmark,-0.0309,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.0,1.1,True,0.1,0.2,0.05,20,all,monthly,0.15,2.75,730,,,0.5308,0.4516,0.2261,60,2,0.3931,178546274.4189,280546274.4189,0.4825,122,4
376,35,False,below_benchmark,-0.0309,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.5,1.1,True,0.1,0.2,0.05,20,all,monthly,0.15,2.5,730,,,0.5308,0.4516,0.2261,60,2,0.3931,178546274.4189,280546274.4189,0.4825,122,4
385,39,False,below_benchmark,-0.0309,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.0,1.1,True,0.1,0.2,0.05,20,all,quarterly,0.15,2.5,730,,,0.5308,0.4516,0.2261,60,2,0.3931,178546274.4189,280546274.4189,0.4825,122,4
396,43,False,below_benchmark,-0.0309,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.25,1.1,True,0.2,0.2,0.05,20,all,monthly,0.15,2.5,730,,,0.5308,0.4516,0.2261,60,2,0.3931,178546274.4189,280546274.4189,0.4825,122,4
168,45,True,accepted,0.0574,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.75,1.1,True,0.0,0.25,0.05,15,all,monthly,0.15,3.0,365,,,0.5308,0.4516,0.2261,59,2,0.4814,248213239.5184,350213239.5184,0.469,120,3
176,51,False,duplicate_behavior,0.0574,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.75,1.1,True,0.0,0.3,0.05,15,all,monthly,0.15,3.0,365,,,0.5308,0.4516,0.2261,59,2,0.4814,248213239.5184,350213239.5184,0.469,120,3
185,58,False,duplicate_behavior,0.0574,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.75,1.1,True,0.0,0.3,0.05,15,all,deposit_only,0.15,3.0,365,,,0.5308,0.4516,0.2261,59,2,0.4814,248213239.5184,350213239.5184,0.469,120,3
197,66,False,duplicate_behavior,0.0574,SMIC MTT Strategy,smic_mtt_strategy,0.1,5.0,1.1,True,0.0,0.3,0.05,15,all,deposit_only,0.15,3.0,365,,,0.5308,0.4516,0.2261,59,2,0.4814,248213239.5184,350213239.5184,0.469,120,3
215,77,False,duplicate_behavior,0.0574,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.5,1.1,True,0.0,0.3,0.05,15,all,deposit_only,0.15,3.0,365,,,0.5308,0.4516,0.2261,59,2,0.4814,248213239.5184,350213239.5184,0.469,120,3
224,83,False,duplicate_behavior,0.0574,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.75,1.1,True,0.0,0.25,0.05,15,all,deposit_only,0.15,3.0,365,,,0.5308,0.4516,0.2261,59,2,0.4814,248213239.5184,350213239.5184,0.469,120,3
229,86,False,duplicate_behavior,0.0574,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.5,1.1,True,0.0,0.25,0.05,15,all,deposit_only,0.15,3.0,365,,,0.5308,0.4516,0.2261,59,2,0.4814,248213239.5184,350213239.5184,0.469,120,3
236,91,False,duplicate_behavior,0.0574,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.75,1.1,True,0.0,0.25,0.05,15,all,quarterly,0.15,3.0,365,,,0.5308,0.4516,0.2261,59,2,0.4814,248213239.5184,350213239.5184,0.469,120,3
245,96,False,duplicate_behavior,0.0574,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.5,1.1,True,0.0,0.3,0.05,15,all,deposit_only,0.15,3.0,365,,,0.5308,0.4516,0.2261,59,2,0.4814,248213239.5184,350213239.5184,0.469,120,3
246,97,False,duplicate_behavior,0.0574,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.75,1.1,True,0.0,0.3,0.05,15,all,deposit_only,0.15,3.0,365,,,0.5308,0.4516,0.2261,59,2,0.4814,248213239.5184,350213239.5184,0.469,120,3
252,100,False,duplicate_behavior,0.0574,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.75,1.1,True,0.0,0.25,0.05,15,all,monthly,0.15,3.0,365,,,0.5308,0.4516,0.2261,59,2,0.4814,248213239.5184,350213239.5184,0.469,120,3
258,102,False,duplicate_behavior,0.0574,SMIC MTT Strategy,smic_mtt_strategy,0.1,5.0,1.1,True,0.0,0.3,0.05,15,all,monthly,0.15,3.0,365,,,0.5308,0.4516,0.2261,59,2,0.4814,248213239.5184,350213239.5184,0.469,120,3
261,104,False,duplicate_behavior,0.0574,SMIC MTT Strategy,smic_mtt_strategy,0.15,5.0,1.1,True,0.0,0.3,0.05,15,all,deposit_only,0.15,3.0,365,,,0.5308,0.4516,0.2261,59,2,0.4814,248213239.5184,350213239.5184,0.469,120,3
269,107,False,duplicate_behavior,0.0574,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.5,1.1,True,0.0,0.25,0.05,15,all,monthly,0.15,3.0,365,,,0.5308,0.4516,0.2261,59,2,0.4814,248213239.5184,350213239.5184,0.469,120,3
273,108,False,duplicate_behavior,0.0574,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.75,1.1,True,0.0,0.3,0.05,15,all,deposit_only,0.15,2.75,365,,,0.5308,0.4516,0.2261,59,2,0.4814,248213239.5184,350213239.5184,0.469,120,3
277,110,False,duplicate_behavior,0.0574,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.75,1.1,True,0.1,0.3,0.05,15,all,monthly,0.15,3.0,365,,,0.5308,0.4516,0.2261,59,2,0.4814,248213239.5184,350213239.5184,0.469,120,3
284,113,False,duplicate_behavior,0.0574,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.5,1.1,True,0.0,0.3,0.05,15,all,monthly,0.15,3.0,365,,,0.5308,0.4516,0.2261,59,2,0.4814,248213239.5184,350213239.5184,0.469,120,3
286,114,False,duplicate_behavior,0.0574,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.75,1.1,True,0.1,0.25,0.05,15,all,monthly,0.15,3.0,365,,,0.5308,0.4516,0.2261,59,2,0.4814,248213239.5184,350213239.5184,0.469,120,3
295,120,True,accepted,0.0785,SMIC MTT Strategy,smic_mtt_strategy,0.1,5.0,1.1,True,0.0,0.3,0.05,15,all,monthly,0.3,2.75,365,,,0.4714,0.4004,0.2029,54,2,0.5025,267114180.8032,369114180.8032,0.3042,114,4
85,121,False,below_benchmark,-0.0032,SMIC MTT Strategy,smic_mtt_strategy,0.25,1.25,1.1,True,0.3,0.3,0.04,35,overseas,monthly,0.1,1.75,365,,,0.4788,0.4001,0.2248,23,2,0.4207,198857813.4829,300857813.4829,0.4444,64,2
146,122,True,accepted,0.0275,SMIC MTT Strategy,smic_mtt_strategy,0.05,4.75,1.1,True,0.0,0.25,0.05,5,all,monthly,0.15,3.0,730,,,0.4587,0.388,0.2019,53,3,0.4515,223047057.112,325047057.112,0.467,113,3
71,123,False,below_benchmark,-0.0787,SMIC MTT Strategy,smic_mtt_strategy,0.25,1.5,1.1,True,0.4,0.5,0.02,35,overseas,monthly,0.1,1.25,1095,,,0.451,0.3723,0.2248,28,2,0.3453,146446806.1625,248446806.1625,0.3033,79,2
271,124,True,accepted,0.015,SMIC MTT Strategy,smic_mtt_strategy,0.1,2.5,1.1,True,0.1,0.3,0.05,15,all,deposit_only,0.15,3.0,365,,,0.4399,0.3603,0.2274,55,2,0.4389,212956959.0673,314956959.0673,0.4663,116,4
280,125,False,duplicate_behavior,0.015,SMIC MTT Strategy,smic_mtt_strategy,0.1,2.75,1.1,True,0.0,0.25,0.05,15,all,deposit_only,0.15,3.0,365,,,0.4399,0.3603,0.2274,55,2,0.4389,212956959.0673,314956959.0673,0.4663,116,4
318,126,False,below_benchmark,-0.0743,SMIC MTT Strategy,smic_mtt_strategy,0.2,4.5,1.1,True,0.1,0.2,0.05,20,all,monthly,0.15,2.75,730,,,0.432,0.3528,0.2261,57,2,0.3497,149286279.1516,251286279.1516,0.4783,118,3
331,128,False,below_benchmark,-0.0743,SMIC MTT Strategy,smic_mtt_strategy,0.2,4.25,1.1,True,0.1,0.2,0.05,20,all,monthly,0.15,2.75,730,,,0.432,0.3528,0.2261,57,2,0.3497,149286279.1516,251286279.1516,0.4783,118,3
333,129,False,below_benchmark,-0.0743,SMIC MTT Strategy,smic_mtt_strategy,0.2,4.5,1.1,True,0.1,0.2,0.05,20,all,monthly,0.15,2.5,730,,,0.432,0.3528,0.2261,57,2,0.3497,149286279.1516,251286279.1516,0.4783,118,3
339,130,False,below_benchmark,-0.0743,SMIC MTT Strategy,smic_mtt_strategy,0.2,4.25,1.1,True,0.1,0.2,0.05,20,all,monthly,0.15,2.5,730,,,0.432,0.3528,0.2261,57,2,0.3497,149286279.1516,251286279.1516,0.4783,118,3
138,134,False,below_benchmark,-0.0714,SMIC MTT Strategy,smic_mtt_strategy,0.05,4.25,1.1,True,0.0,0.2,0.05,15,all,monthly,0.15,3.0,365,,,0.431,0.3518,0.2261,60,2,0.3525,151097812.6676,253097812.6676,0.4741,120,4
140,135,False,below_benchmark,-0.0714,SMIC MTT Strategy,smic_mtt_strategy,0.05,4.25,1.1,True,0.0,0.2,0.05,15,all,monthly,0.15,2.75,365,,,0.431,0.3518,0.2261,60,2,0.3525,151097812.6676,253097812.6676,0.4741,120,4
143,137,True,accepted,0.0146,SMIC MTT Strategy,smic_mtt_strategy,0.05,4.25,1.1,True,0.0,0.25,0.05,15,all,monthly,0.15,2.75,365,,,0.431,0.3518,0.2261,59,2,0.4386,212664865.6778,314664865.6778,0.4631,121,4
144,138,False,duplicate_behavior,0.0146,SMIC MTT Strategy,smic_mtt_strategy,0.05,4.5,1.1,True,0.0,0.25,0.05,10,all,monthly,0.15,3.0,365,,,0.431,0.3518,0.2261,59,2,0.4386,212664865.6778,314664865.6778,0.4631,121,4
152,139,False,duplicate_behavior,0.0146,SMIC MTT Strategy,smic_mtt_strategy,0.05,4.5,1.1,True,0.0,0.25,0.05,15,all,monthly,0.15,3.0,365,,,0.431,0.3518,0.2261,59,2,0.4386,212664865.6778,314664865.6778,0.4631,121,4
155,142,False,duplicate_behavior,0.0146,SMIC MTT Strategy,smic_mtt_strategy,0.05,4.75,1.1,True,0.0,0.25,0.05,15,all,monthly,0.15,3.0,365,,,0.431,0.3518,0.2261,59,2,0.4386,212664865.6778,314664865.6778,0.4631,121,4
159,143,False,duplicate_behavior,0.0146,SMIC MTT Strategy,smic_mtt_strategy,0.05,4.75,1.1,True,0.0,0.25,0.05,10,all,monthly,0.15,3.0,365,,,0.431,0.3518,0.2261,59,2,0.4386,212664865.6778,314664865.6778,0.4631,121,4
160,144,False,duplicate_behavior,0.0146,SMIC MTT Strategy,smic_mtt_strategy,0.05,5.0,1.1,True,0.0,0.25,0.05,10,all,monthly,0.15,3.0,365,,,0.431,0.3518,0.2261,59,2,0.4386,212664865.6778,314664865.6778,0.4631,121,4
163,147,False,duplicate_behavior,0.0146,SMIC MTT Strategy,smic_mtt_strategy,0.05,5.0,1.1,True,0.0,0.3,0.05,10,all,monthly,0.15,3.0,365,,,0.431,0.3518,0.2261,59,2,0.4386,212664865.6778,314664865.6778,0.4631,121,4
165,148,False,duplicate_behavior,0.0146,SMIC MTT Strategy,smic_mtt_strategy,0.05,5.0,1.1,True,0.0,0.25,0.05,15,all,monthly,0.15,3.0,365,,,0.431,0.3518,0.2261,59,2,0.4386,212664865.6778,314664865.6778,0.4631,121,4
281,151,False,duplicate_behavior,0.0146,SMIC MTT Strategy,smic_mtt_strategy,0.05,5.0,1.1,True,0.0,0.3,0.05,15,all,monthly,0.15,3.0,365,,,0.431,0.3518,0.2261,59,2,0.4386,212664865.6778,314664865.6778,0.4631,121,4
184,152,True,accepted,0.0124,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.75,1.1,True,0.0,0.35,0.05,15,all,monthly,0.15,3.0,365,,,0.4257,0.3496,0.2174,63,2,0.4364,210970471.6722,312970471.6722,0.4633,126,4
194,153,False,duplicate_behavior,0.0124,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.75,1.1,True,0.0,0.35,0.05,15,all,deposit_only,0.15,3.0,365,,,0.4257,0.3496,0.2174,63,2,0.4364,210970471.6722,312970471.6722,0.4633,126,4
200,155,False,duplicate_behavior,0.0124,SMIC MTT Strategy,smic_mtt_strategy,0.1,5.0,1.1,True,0.0,0.35,0.05,15,all,deposit_only,0.15,3.0,365,,,0.4257,0.3496,0.2174,63,2,0.4364,210970471.6722,312970471.6722,0.4633,126,4
218,159,False,duplicate_behavior,0.0124,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.5,1.1,True,0.0,0.35,0.05,15,all,deposit_only,0.15,3.0,365,,,0.4257,0.3496,0.2174,63,2,0.4364,210970471.6722,312970471.6722,0.4633,126,4
230,161,False,duplicate_behavior,0.0124,SMIC MTT Strategy,smic_mtt_strategy,0.15,5.0,1.1,True,0.0,0.35,0.05,15,all,deposit_only,0.15,3.0,365,,,0.4257,0.3496,0.2174,63,2,0.4364,210970471.6722,312970471.6722,0.4633,126,4
238,162,False,duplicate_behavior,0.0124,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.75,1.1,True,0.0,0.4,0.05,15,all,deposit_only,0.15,3.0,365,,,0.4257,0.3496,0.2174,63,2,0.4364,210970471.6722,312970471.6722,0.4633,126,4
270,166,False,duplicate_behavior,0.0124,SMIC MTT Strategy,smic_mtt_strategy,0.1,5.0,1.1,True,0.0,0.35,0.05,15,all,monthly,0.15,3.0,365,,,0.4257,0.3496,0.2174,63,2,0.4364,210970471.6722,312970471.6722,0.4633,126,4
288,167,False,duplicate_behavior,0.0124,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.75,1.1,True,0.0,0.4,0.05,15,all,monthly,0.15,2.75,365,,,0.4257,0.3496,0.2174,63,2,0.4364,210970471.6722,312970471.6722,0.4633,126,4
292,168,False,duplicate_behavior,0.0124,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.75,1.1,True,0.0,0.35,0.05,15,all,deposit_only,0.15,3.0,365,,,0.4257,0.3496,0.2174,63,2,0.4364,210970471.6722,312970471.6722,0.4633,126,4
300,169,False,duplicate_behavior,0.0124,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.75,1.1,True,0.1,0.35,0.05,15,all,monthly,0.15,3.0,365,,,0.4257,0.3496,0.2174,63,2,0.4364,210970471.6722,312970471.6722,0.4633,126,4
285,170,True,accepted,0.0073,SMIC MTT Strategy,smic_mtt_strategy,0.05,5.0,1.1,True,0.0,0.35,0.05,15,all,deposit_only,0.15,3.0,365,,,0.4246,0.3485,0.2174,63,2,0.4313,206958824.2384,308958824.2384,0.4666,124,4
126,171,True,accepted,0.0347,SMIC MTT Strategy,smic_mtt_strategy,0.05,4.25,1.1,True,0.1,0.2,0.05,25,all,monthly,0.1,2.75,365,,,0.4203,0.3477,0.2075,55,2,0.4587,228972254.7249,330972254.7249,0.4079,119,2
107,172,True,accepted,0.025,SMIC MTT Strategy,smic_mtt_strategy,0.15,3.75,1.1,True,0.1,0.2,0.05,25,all,monthly,0.1,2.25,365,,,0.3977,0.3058,0.2626,59,2,0.449,220986131.9324,322986131.9324,0.4067,123,2
112,173,False,duplicate_behavior,0.025,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.25,1.1,True,0.2,0.2,0.05,25,all,monthly,0.1,2.5,365,,,0.3977,0.3058,0.2626,59,2,0.449,220986131.9324,322986131.9324,0.4067,123,2
113,174,False,duplicate_behavior,0.025,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.25,1.1,True,0.1,0.2,0.05,25,all,monthly,0.1,2.75,365,,,0.3977,0.3058,0.2626,59,2,0.449,220986131.9324,322986131.9324,0.4067,123,2
115,176,False,duplicate_behavior,0.025,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.25,1.1,True,0.1,0.2,0.05,20,all,monthly,0.1,2.75,365,,,0.3977,0.3058,0.2626,59,2,0.449,220986131.9324,322986131.9324,0.4067,123,2
116,177,False,duplicate_behavior,0.025,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.25,1.1,True,0.1,0.2,0.05,20,all,monthly,0.1,3.0,365,,,0.3977,0.3058,0.2626,59,2,0.449,220986131.9324,322986131.9324,0.4067,123,2
117,178,False,duplicate_behavior,0.025,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.25,1.1,True,0.1,0.2,0.05,20,all,monthly,0.1,3.0,365,,,0.3977,0.3058,0.2626,59,2,0.449,220986131.9324,322986131.9324,0.4067,123,2
121,179,False,duplicate_behavior,0.025,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.25,1.1,True,0.1,0.2,0.05,25,all,monthly,0.1,3.0,365,,,0.3977,0.3058,0.2626,59,2,0.449,220986131.9324,322986131.9324,0.4067,123,2
122,180,False,duplicate_behavior,0.025,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.0,1.1,True,0.1,0.2,0.05,25,all,monthly,0.1,2.75,365,,,0.3977,0.3058,0.2626,59,2,0.449,220986131.9324,322986131.9324,0.4067,123,2
123,181,False,duplicate_behavior,0.025,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.0,1.1,True,0.1,0.2,0.05,25,all,monthly,0.1,2.75,365,,,0.3977,0.3058,0.2626,59,2,0.449,220986131.9324,322986131.9324,0.4067,123,2
124,182,False,duplicate_behavior,0.025,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.0,1.1,True,0.1,0.2,0.05,25,all,monthly,0.1,3.0,365,,,0.3977,0.3058,0.2626,59,2,0.449,220986131.9324,322986131.9324,0.4067,123,2
97,186,True,accepted,0.0235,SMIC MTT Strategy,smic_mtt_strategy,0.25,3.75,1.1,True,0.3,0.25,0.05,35,all,monthly,0.1,2.25,365,,,0.3973,0.3052,0.2633,55,2,0.4474,219743031.7319,321743031.7319,0.4087,114,2
98,187,True,accepted,0.0224,SMIC MTT Strategy,smic_mtt_strategy,0.2,3.25,1.1,True,0.2,0.3,0.05,30,all,monthly,0.1,2.5,365,,,0.3973,0.3052,0.2633,55,2,0.4464,218893762.3591,320893762.3591,0.4086,117,2
101,188,False,duplicate_behavior,0.0235,SMIC MTT Strategy,smic_mtt_strategy,0.25,3.75,1.1,True,0.3,0.3,0.05,35,all,monthly,0.1,2.25,365,,,0.3973,0.3052,0.2633,55,2,0.4474,219743031.7319,321743031.7319,0.4087,114,2
103,190,False,duplicate_behavior,0.0224,SMIC MTT Strategy,smic_mtt_strategy,0.2,3.75,1.1,True,0.3,0.3,0.05,35,all,monthly,0.1,2.25,365,,,0.3973,0.3052,0.2633,55,2,0.4464,218893762.3591,320893762.3591,0.4086,117,2
105,192,False,duplicate_behavior,0.0224,SMIC MTT Strategy,smic_mtt_strategy,0.2,3.75,1.1,True,0.2,0.3,0.05,30,all,monthly,0.1,2.5,365,,,0.3973,0.3052,0.2633,55,2,0.4464,218893762.3591,320893762.3591,0.4086,117,2
110,193,False,duplicate_behavior,0.0224,SMIC MTT Strategy,smic_mtt_strategy,0.2,4.25,1.1,True,0.2,0.25,0.05,25,all,monthly,0.1,2.5,365,,,0.3973,0.3052,0.2633,55,2,0.4464,218893762.3591,320893762.3591,0.4086,117,2
111,194,False,duplicate_behavior,0.0224,SMIC MTT Strategy,smic_mtt_strategy,0.2,4.75,1.1,True,0.2,0.25,0.05,25,all,monthly,0.1,2.5,365,,,0.3973,0.3052,0.2633,55,2,0.4464,218893762.3591,320893762.3591,0.4086,117,2
9,195,False,below_benchmark,-0.2702,SMIC MTT Strategy,smic_mtt_strategy,0.2,1.25,1.0,True,0.3,0.4,0.02,40,all,quarterly,0.2,0.5,365,,,0.374,0.2927,0.2324,77,4,0.1538,49732749.263,151732749.263,0.3723,162,3
266,196,True,accepted,0.0284,SMIC MTT Strategy,smic_mtt_strategy,0.1,5.0,1.1,True,0.0,0.25,0.05,15,all,deposit_only,0.2,3.0,365,,,0.3542,0.2636,0.2587,53,2,0.4523,223732005.4749,325732005.4749,0.2663,110,3
90,197,False,below_benchmark,-0.1143,SMIC MTT Strategy,smic_mtt_strategy,0.25,1.0,1.1,True,0.3,0.35,0.04,35,all,monthly,0.1,2.0,365,,,0.3411,0.25,0.2603,56,3,0.3097,124857943.3868,226857943.3868,0.4331,113,2
86,202,False,below_benchmark,-0.1393,SMIC MTT Strategy,smic_mtt_strategy,0.25,1.25,1.1,True,0.3,0.25,0.04,35,all,monthly,0.1,2.0,365,,,0.3409,0.2491,0.2621,58,3,0.2846,110715019.8272,212715019.8272,0.4455,127,2
130,203,False,below_benchmark,-0.0254,SMIC MTT Strategy,smic_mtt_strategy,0.1,4.0,1.1,True,0.0,0.2,0.04,25,all,monthly,0.1,3.0,365,,,0.3396,0.2477,0.2626,65,4,0.3985,182460709.9184,284460709.9184,0.3984,133,3
136,204,False,below_benchmark,-0.0254,SMIC MTT Strategy,smic_mtt_strategy,0.15,4.0,1.1,True,0.1,0.2,0.04,25,all,monthly,0.1,3.0,365,,,0.3396,0.2477,0.2626,65,4,0.3985,182460709.9184,284460709.9184,0.3984,133,3
96,205,False,below_benchmark,-0.0232,SMIC MTT Strategy,smic_mtt_strategy,0.25,4.25,1.1,True,0.3,0.25,0.04,35,all,monthly,0.1,2.25,365,,,0.3393,0.2472,0.2633,62,3,0.4008,184091739.7433,286091739.7433,0.396,129,3
87,206,False,below_benchmark,-0.1402,SMIC MTT Strategy,smic_mtt_strategy,0.25,1.25,1.1,True,0.4,0.35,0.04,35,all,monthly,0.1,2.0,365,,,0.3382,0.2471,0.2603,58,3,0.2838,110266803.2698,212266803.2698,0.4454,126,2
